,Month,Tesla Quarterly Revenue (Millions),IXIC,CL,Vehicle Sales
31,2011-11-30,13.125,2606.289039248512,97.16285705566406,986664
32,2011-12-31,13.125,2601.6699800037204,98.57571338471912,1236129
33,2012-01-31,10.055666666666667,2743.7950073242187,100.31849899291993,909806
34,2012-02-29,10.055666666666667,2928.9804931640624,102.26249961853027,2115420
35,2012-03-31,10.055666666666667,3035.91591574929,106.20499940352006,1398128
36,2012-04-30,8.884333333333332,3035.101513671875,103.34600028991699,1177478
37,2012-05-31,8.884333333333332,2900.409113103693,94.7159097844904,1327521
38,2012-06-30,8.884333333333332,2850.353829520089,82.40523819696335,1276629
39,2012-07-31,16.701333333333334,2920.1123976934523,87.93142881847564,1141761
40,2012-08-31,16.701333333333334,3032.66649329144,94.16087009595788,1274193
41,2012-09-30,16.701333333333334,3136.8026444284537,94.5584218878495,1183825
42,2012-10-31,102.11066666666666,3060.261916387649,89.9480954124814,1085804
43,2012-11-30,102.11066666666666,2941.0147646949404,86.73238009498233,1137862
44,2012-12-31,102.11066666666666,3003.7920043945314,88.24550018310546,1347837
45,2013-01-31,187.264,3125.9133184523807,94.82857077462333,1037967
46,2013-02-28,187.264,3169.2131476151317,95.32157897949219,1185746
47,2013-03-31,187.264,3236.167041015625,92.95699920654297,1444773
48,2013-04-30,135.04633333333334,3251.3518288352275,92.06772752241655,1276318
49,2013-05-31,135.04633333333334,3440.3754438920455,94.79954598166726,1434096
50,2013-06-30,135.04633333333334,3416.741491699219,95.80049934387208,1396038
51,2013-07-31,143.782,3559.7109042080965,104.698636488481,1306885
52,2013-08-31,143.782,3639.9286776455965,106.53909128362483,1494273
53,2013-09-30,143.782,3731.261999511719,106.23549957275391,1128124
54,2013-10-31,205.073,3848.20262610394,100.55260799242103,1198989
55,2013-11-30,205.073,3957.5330078125,93.9314998626709,1236413
56,2013-12-31,205.073,4075.8857073102677,97.89428601946149,1350623
57,2014-01-31,206.84733333333335,4154.361862909226,94.85666729155041,1006049
58,2014-02-28,206.84733333333335,4199.451056229441,100.67526245117188,1186038
59,2014-03-31,206.84733333333335,4276.359095982143,100.50904737200055,1529348
60,2014-04-30,256.4496666666667,4119.306198846726,102.03476206461589,1381300
61,2014-05-31,256.4496666666667,4135.374302455357,101.79476165771484,1598730
62,2014-06-30,256.4496666666667,4332.737653459822,105.14666748046875,1412565
63,2014-07-31,283.93466666666666,4434.125954367898,102.3918176130815,1427029
64,2014-08-31,283.93466666666666,4464.831449962798,96.07619040352958,1575971
65,2014-09-30,283.93466666666666,4551.585728236607,93.03428540910993,1239405
66,2014-10-31,318.887,4403.23046875,84.33912924061651,1275657
67,2014-11-30,318.887,4687.702688116777,75.81000077097039,1291817
68,2014-12-31,318.887,4732.700927734375,59.28954488580877,1500108
69,2015-01-31,313.29333333333335,4673.701489257813,47.325500106811525,1149107
70,2015-02-28,313.29333333333335,4854.255833675987,50.72473646465101,1254709
71,2015-03-31,313.29333333333335,4938.01045365767,47.854090603915125,1540724
72,2015-04-30,318.32533333333333,4985.951427641369,54.62809553600493,1449812
73,2015-05-31,318.32533333333333,5029.431469726563,59.37199993133545,1629328
74,2015-06-30,318.32533333333333,5073.041836825284,59.82863651622426,1471074
75,2015-07-31,312.263,5082.809969815341,50.93000013178045,1507307
76,2015-08-31,312.263,4934.622860863095,42.88904771350679,1568896
77,2015-09-30,312.263,4748.004324776785,45.46523829868862,1435728
78,2015-10-31,404.79333333333335,4879.03682084517,46.289545405994765,1449359
79,2015-11-30,404.79333333333335,5082.508032226562,42.92300014495849,1313000
80,2015-12-31,404.79333333333335,5040.5400390625,37.32727258855646,1635926
81,2016-01-31,382.34933333333333,4610.7142526726975,31.7757894616378,1147705
82,2016-02-29,382.34933333333333,4463.206030273437,30.616499996185304,1340801
83,2016-03-31,382.34933333333333,4754.479114879261,37.960909063165836,1590701
84,2016-04-30,423.339,4892.168108258928,41.12476185389927,1501379
85,2016-05-31,423.339,4788.235235305059,46.796666644868395,1520463
86,2016-06-30,423.339,4856.232688210227,48.85318166559393,1508662
87,2016-07-31,766.1453333333334,5023.98896484375,44.799499702453616,1517151
88,2016-08-31,766.1453333333334,5217.038319463315,44.79913081293521,1508095
89,2016-09-30,766.1453333333334,5254.154296875,45.225714365641274,1428354
90,2016-10-31,761.5436666666666,5255.989560081845,49.86949996948242,1368064
91,2016-11-30,761.5436666666666,5260.565243675595,45.881999778747556,1375086
92,2016-12-31,761.5436666666666,5413.116652715774,52.16571499052502,1694258
93,2017-01-31,898.7566666666667,5561.423486328125,52.608499717712405,1140841
94,2017-02-28,898.7566666666667,5764.702097039473,53.46210560045744,1331716
95,2017-03-31,898.7566666666667,5864.96433423913,49.673913209334664,1553142
96,2017-04-30,929.8523333333333,5912.169484991777,51.11736899928043,1424793
97,2017-05-31,929.8523333333333,6124.878173828125,48.53954575278542,1517197
98,2017-06-30,929.8523333333333,6224.285888671875,45.19590950012207,1472495
99,2017-07-31,994.8916666666668,6294.6740234375,46.67500038146973,1415051
100,2017-08-31,994.8916666666668,6311.397397248641,48.05782566899838,1480526
101,2017-09-30,994.8916666666668,6428.0789794921875,49.876999855041504,1523050
102,2017-10-31,1096.1663333333333,6603.011341441761,51.594545884565875,1353586
103,2017-11-30,1096.1663333333333,6796.045224144345,56.662857418968564,1397105
104,2017-12-31,1096.1663333333333,6889.740454101562,57.94699993133545,1603063
105,2018-01-31,1136.2503333333334,7279.498046875,63.65904780796596,1156581
106,2018-02-28,1136.2503333333334,7161.7726408305925,62.18368429886667,1305932
107,2018-03-31,1136.2503333333334,7311.506696428572,62.771904899960475,1657716
108,2018-04-30,1334.077,7084.142345610119,66.32523781912667,1364619
109,2018-05-31,1334.077,7339.327281605114,69.98318099975586,1576158
110,2018-06-30,1334.077,7645.138532366072,67.32285672142392,1549950
111,2018-07-31,2274.6666666666665,7756.863862537202,70.58190518333798,1373655
112,2018-08-31,2274.6666666666665,7892.233462126359,67.84521782916525,1500121
113,2018-09-30,2274.6666666666665,7983.307411595395,70.0847372757761,1440820
114,2018-10-31,2408.6730000000002,7527.083899456522,70.75782610022503,1393137
115,2018-11-30,2408.6730000000002,7236.081449962798,56.693332853771395,1399187
116,2018-12-31,2408.6730000000002,6814.2916067023025,48.777369248239616,1605973
117,2019-01-31,1513.6666666666667,6979.655715215774,51.550476255871004,1172653
118,2019-02-28,1513.6666666666667,7430.077354029605,54.980525970458984,1257589
119,2019-03-31,1513.6666666666667,7629.366652715774,58.16809517996652,1552126
120,2019-04-30,2116.6666666666665,7994.9209216889885,63.87095260620117,1355548
121,2019-05-31,2116.6666666666665,7804.820867365057,60.865454413674094,1606260
122,2019-06-30,2116.6666666666665,7825.459008789063,54.70650024414063,1462664
123,2019-07-31,2101.0,8205.598677201704,57.546363830566406,1417418
124,2019-08-31,2101.0,7910.933238636364,54.844090548428625,1628577
125,2019-09-30,2101.0,8087.699975585938,56.967000007629395,1282712
126,2019-10-31,2461.3333333333335,8079.27829908288,54.00565255206564,1384010
127,2019-11-30,2461.3333333333335,8517.57744140625,57.070000076293944,1445173
128,2019-12-31,2461.3333333333335,8778.59193638393,59.80476197742281,1459164
129,2020-01-31,1995.0,9233.35997953869,57.52857190086728,1157415
130,2020-02-29,1995.0,9418.85002055921,50.54210502222965,1434716
131,2020-03-31,1995.0,7772.205832741477,30.445454597473145,944850
132,2020-04-30,2012.0,8292.407180059523,16.699047678992862,563122
133,2020-05-31,2012.0,9105.65546875,28.527499961853028,1181756
134,2020-06-30,2012.0,9839.971324573864,38.313636086203836,1214706
135,2020-07-31,2923.6666666666665,10499.86270419034,40.76590919494629,1336267
136,2020-08-31,2923.6666666666665,11212.290504092261,42.38809512910389,1298489
137,2020-09-30,2923.6666666666665,11088.679966517857,39.625714074997674,1370243
138,2020-10-31,3581.3333333333335,11435.234108664772,39.55454531582919,1398735
139,2020-11-30,3581.3333333333335,11794.4615234375,41.346500396728516,1199580
140,2020-12-31,3581.3333333333335,12619.050914417614,47.068181471391156,1597958
141,2021-01-31,3463.0,13186.605777138158,52.102105592426504,1174053
142,2021-02-28,3463.0,13737.403628700658,59.06105262354801,1256529
143,2021-03-31,3463.0,13168.811820652174,62.357391357421875,1536038
144,2021-04-30,3986.0,13900.437965029761,61.70380982898531,1493938
145,2021-05-31,3986.0,13520.229052734376,65.15699977874756,1502642
146,2021-06-30,3986.0,14097.169078480114,71.3527287569913,1352285
147,2021-07-31,4585.666666666667,14639.07287016369,72.43047659737724,1186280
148,2021-08-31,4585.666666666667,14856.517711292614,67.71136318553577,1095528
149,2021-09-30,4585.666666666667,15023.538550967261,71.54476202101935,1094535
150,2021-10-31,5906.333333333333,14879.01232328869,81.22285752069382,1094817
151,2021-11-30,5906.333333333333,15814.932896205357,78.62545429576527,1040310
152,2021-12-31,5906.333333333333,15474.43172940341,71.69000070745295,1127850
153,2022-01-31,6252.0,14531.377490234376,82.97900009155273,1018304
154,2022-02-28,6252.0,13898.728412828947,91.62894680625514,1040629
155,2022-03-31,6252.0,13623.262950067934,108.26217385996942,1277156
156,2022-04-30,5644.666666666667,13394.163037109374,101.64049949645997,1218376
157,2022-05-31,5644.666666666667,11829.729538690477,109.259522937593,1130238
158,2022-06-30,5644.666666666667,11418.91908482143,114.15409122813831,1091699
159,2022-07-31,7151.333333333333,11622.63154296875,99.38449974060059,1125419
160,2022-08-31,7151.333333333333,12570.260402513586,91.48260862930961,1136045
161,2022-09-30,7151.333333333333,11402.84998139881,83.8019049508231,1075495
